what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379142449088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1379142460168
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1379142464091
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379142491617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1379142507037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1379142512606
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1379142516576
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379142526192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142530787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142573215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142583800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142584904
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1379142586871
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1379142593594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142638603
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142834572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142941483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142992324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142994013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379142997376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1379143005855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143009691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143015758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1379143019676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1379143068903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1379143077635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143090410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143132940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143163845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143165653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143165731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143168077
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1379143168521
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1379143171156
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1379203166617
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1379203166619
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1379203166620
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1379203166621
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1379203166623
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1379203166624
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1379203166626
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1379203166627
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1379203166628
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1379203166630
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1379203166631
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1379203166642
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1379203166662
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1379203166663
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1379203166664
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1379203166667
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1379203166668
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1379203166670
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1379203166671
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1379203166672
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1379203166673
