what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1395298188537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298189824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298203069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1395298205033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298206123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298240065
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1395298242107
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1395298249511
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1395298358622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395298359181
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1395298361239
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1395298363197
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1395298376868
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1395298378221
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1395298397838
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1395298403808
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1395298403808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395298434902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298440038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298444528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298447629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298599054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298605420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395298606550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395310878647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395310879679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395310904728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395311074214
